页码,评论者昵称,评论星级,评论时间,评论者IP属地,有用数,评论内容
5,白塔搭白塔,2星,2023/5/7 0:57,上海,153,评分高的以为自己看错片了。。
5,麻绳,1星,2023/5/5 15:33,北京,142,一看到那些熟悉的配方和腔调，就条件反射式的提不起兴趣，被那些破歌吵死了，这大概是我最后一次在电影院看漫威了。
5,如小果,5星,2023/5/21 20:14,北京,50,最让我哭死的彩蛋是那只被1957年苏联被发射到太空的狗莱卡，在漫威宇宙里活了。
5,木山豆睿,5星,2023/5/5 16:58,湖北,100,我的复联四PTSD在银护三里展现得淋漓尽致，任何旧事重提、濒死场景以及各个层面的回忆杀都叫我那个眼泪哗哗。平安落地，感谢滚导守住了我一份精神寄托。
5,随便看看,2星,2023/5/27 13:51,湖南,67,被豆瓣高分骗来看，极其失望，怎么可能有8.4分，太水太粉丝了吧。画面比较震撼，但演技一塌糊涂（男主见外公和见老婆一脸尴尬），故事情节混乱破碎，剧情拖沓零碎，高大上的主旨目标似是而非，宗教和政治隐喻生拉硬套，政治正确和插科打诨不自然令人起鸡皮疙瘩，唯一能带来感动的四动物着墨太少很工具化，最后还变成了歌舞片，最不可思议的是正反两边的能力忽强忽弱，整改能力和背景设定如果是漫画还能自己想象，变成电影处处矛盾不合理。如果是5-6分勉勉强强，就冲8.4的评价极其不推荐，整体一星加一星技术制作
5,玲珑,5星,2023/5/13 20:13,北京,70,完美谢幕。曾经我常常为文艺作品中伙伴的离别而悲伤不已，无法接受为什么这么要好的一群人为什么不能永远在一起。长大了才慢慢晓得，所谓伙伴，本身就是期间限定的，每个人终究要有自己的人生，但其实也无妨，人本身就是所经历的时间的集合，共同经历的旅程已足够值得感激。
5,黑榜麦芽糖,1星,2023/5/5 13:45,湖南,147,漫威目前难看到了一个新的地步
5,史努比叫雞記,2星,2023/5/5 19:42,河南,122,漫威已经创意贫乏到要用黑袍这种消费超英剧里的超人恋母梗。美术又继续恶心微生物写实风格。搞的整个片子有一种把自己吐出去的东西再咽回来的感觉。
5,Dain,3星,2023/5/15 6:54,美国,60,热闹，但是空洞，无聊
5,豆友225404463,5星,2023/5/3 11:51,上海,103,豆瓣真节目还是要看由迦可汗
5,0-0,5星,2023/5/8 0:47,上海,82,最看不了小动物们受苦�
5,Lynx chen,1星,2023/5/8 23:27,上海,101,豆瓣评分好高，看来是我不能接受里面各种拼凑怪物角色的设定，全靠光环的打斗，俗套的剧情，莫名其妙的歌曲150分钟的电影，90分钟的时候看不下去出来了，看这么多年电影第二次吧
6,__521,5星,2023/5/6 16:03,江苏,89,太狡猾了这部，拿小动物的感情当卖点
6,终未,3星,2023/5/9 6:08,北京,56,滥用音乐梗，为了音乐而音乐显得很讨厌～除了开场那首配乐贴合故事线，好多处配乐都让人不舒服～为了情怀过度煽情～
6,Lynx chen,1星,2023/5/8 23:27,上海,101,豆瓣评分好高，看来是我不能接受里面各种拼凑怪物角色的设定，全靠光环的打斗，俗套的剧情，莫名其妙的歌曲150分钟的电影，90分钟的时候看不下去出来了，看这么多年电影第二次吧
6,Kkkk,5星,2023/5/18 18:17,广东,66,真的很喜欢这个结局的处理，卡魔拉是她独立的个体，不是我们熟知的卡魔拉了，每个人都有了属于自己的结局。感觉这一部让我对银护队的几位都更加喜欢了，人物比以往都立体和复杂。不过就连反动物实验都能被某些人说为“政治正确”更加证明他们口中的政治正确只是因为自己缺乏同理心，只是没有正确到自己头上罢了。
6,y,1星,2023/5/4 0:27,四川,77,同为爽片还不如之前的龙与地下城呢
6,小宇宙人,3星,2023/6/4 21:35,北京,38,看了不后悔但也没必要看的行活
6,Pincent,3星,2023/5/5 16:12,湖北,47,越来越带娃电影了，非常“大爱无疆”，给小孩子观众搞一些人道主义教育和高强度音乐灌输，并且想传输理想化社会结构的概念。迪士尼又带头批评大企业物品化生灵、搞身体改造了，并说他们的控制和设计令人恶心，感觉也有点怪怪的，（或是滚导带头批评迪士尼）。
6,slowlycatcher,3星,2023/5/7 21:42,北京,57,漫威大概是回不去那个给人新鲜感的时代了，看的时候满脑子都是西科塞斯说的那几个字——“主题乐园电影”。热闹，但是无聊。
6,苏离。,5星,2023/5/6 16:58,江西,84,数次热泪盈眶！！！每个人都好立体！！！
6,声色画报,3星,2023/5/12 22:58,江西,34,又一部催眠大片，我真是厌烦这些套路了，莫名其妙的音乐BUFF，没完没了的打斗暴力，每个角色都丑陋恶心。搞笑的是所有角色都不认识火箭是什么动物吗？一会獾，一会刺猬，一会松鼠的~最后才证明是干脆面。
6,Vitaliux,4星,2023/5/15 0:45,浙江,40,火箭当上了队长，星爵回到了家乡，克拉格林学会了哨箭，卡魔拉加入了掠夺者，我们都有光明的未来。
6,携德,3星,2023/5/17 0:23,广东,31,一般，剧情及格但套路，音乐塞得太满太刻意，大反派吼来吼去过于智障
6,风油精,5星,2023/5/11 18:27,四川,62,你一直都是主角，只是你不知道。
6,灯塔映画,5星,2023/5/6 0:55,上海,78,《银护3》做得唯一一件理所当然的、也是最正确的事情就是把观众当观众，这句话可以拆成3个部分理解：1-角色动机充足且纯粹，行动利索少说教；2-角色个性完美保留，成员就还是那些个顽童；3-秉持系列主题，踏实叙事，基础扎实再作升华；滚导成功地通过3集塑造出这样一支能消解任何矛盾并吸纳新人、看起来都很怪但实则都很Nice的可爱团队。苍白的完美（完美社会和人造生命体）和多彩的残缺（不完美的银护成员）之间的对立、鲜明又现实，验证了那句至理名言——“爱并不是寻找一个完美的人，而是学会用完美的眼光，欣赏那个并不完美的人。”上一次为MCU电影落泪还是《A4:EG》的钢铁侠告别，这次即便挡住了火箭在走马灯里和水獭莱拉的对话，但没挡住星云和火箭在烁灭5年的相处伏线回收。
6,朝阳区妻夫木聪,3星,2023/5/6 1:42,北京,46,作为三部曲终章，最大的优点在于赋予了每个角色相当饱满的弧光和立得住的位置，从14年的第一部到现在，也是接近十年了，地球上有复联，宇宙中有银护，确实很难再有比让这群怪咖们“聚是一团火散是满天星”更完满的结局了。但同时有点尴尬的是，放到整个漫威第四阶段以后来看，它显示是突出的；而在前两部带来的惊艳感面前，它又是有些老套的。这或许不是漫威或滚导的问题，而是整个超英类型片共同面临的困境。滚导在离任前把这种私人口味进一步做到极致，让整场告别变成劲歌金曲大串烧，切都切不走。但观众如我，到最后却只记住了一首Comeongetyourlove，那是与这群人初相识的样子。用差不多十年换来一首歌的回忆，这样的谢幕，不知道是值还是不值。
6,Mr. Infamous,4星,2023/5/5 23:56,北京,40,也没必要走向终结，毕竟终于让漫威“漫威”了，关于银护，关于漫威甚至超英，闹热、酷飒、欢喜与悲凉都重回视野，但是对创作而言，见好就收永远比死乞白赖好，这也造就了一种缺憾却平易的舍得，即放心让角色去当角色，去在人生最鼎盛的时期，经历过就带着回忆与憧憬好聚好散，爱情可以曾经沧海，可以引而不发，友情、亲情也是，你见过了无穷宇宙，见过了人世悲欢，也才格外明白情最重，也最轻，于是胆敢一往无前，也胆敢两袖清风。谁不是在最怆然的段段悲剧里，捡拾一些欢喜与感怀，在某一站，孑然动身？好爱他们，尤其是火箭、螳螂女、星云。不过反派这么愚蠢与弱鸡，实在对不起那张狂，内反暴君是最佳场面。反地球那段，堪称马男变现。四星半。（……我怎么越来越觉得SeanGunn的引力越来越强？）
6,MinamiFans,1星,2023/5/6 12:04,湖北,54,可以复制一遍《侏罗纪世界3》的短评了。一个疑问是为什么超英电影续集怎么总是对没看过前作的观众这么不友好，以至于看完都还没认清谁是谁，剧情都讲了些啥。串烧也不好听，除了开头的radiohead。以后没补过前作绝对不会再碰超英电影的续集...
6,ForVictoRi,5星,2023/5/6 21:22,江苏,96,除了高等生物，低等生物也是一个个生命！火箭这条线真的挺感人的
6,思路乐,3星,2023/5/6 22:13,福建,31,【C】啊，多少年没看到这样“正常”的漫威了，不过和《银护1&2》比起来还是有明显差距。这么看来后疫情时代滚导的创作思路也被第四阶段这堆臭鱼烂虾带偏了不少，有太多太多蠢到没边的戏剧曲折，像是为了引出一段酷炫的动作戏不得已而为之的剧作摆烂，实在是糙到令人发指。但作为一个系列的终结曲，至少真的有把重心放在角色身上，不断编写出平均而饱满的个人高光，并最终导向诚挚的大团圆谢幕仪式，在当下的超英市场这几乎成了一种奢望。
6,PepsiPussy,5星,2023/5/28 20:09,津巴布韦,45,动物爱好者坐在电影院哭了好几场
7,一二,3星,2023/5/7 22:41,河南,42,太空版诺亚方舟，伪善地救赎，慈悲地圆满。每个人都解了心结，成长了，变得平和了。通过以暴制暴，通过英雄主义，通过政治正确，通过白日做梦。他们不能好好说话，只能大声嚷嚷，然后打架杀戮，再爆炸，粉碎旧世界，在他们觉得合适的地方载歌载舞。
7,係只猴爬上树顶,5星,2023/5/5 16:30,广东,78,【23/83】不知道哭了多少次，直到comeandgetyourlove出来才意识到第一代银河护卫队已经过去了。每个人都是主角，只是你没有发觉，高低等生物都救，学会怎么游泳。这才是超级英雄电影如何拍好群戏的典范，每个人物都有高光时刻，没有配角，每个人都是主角，都有自己的用武之地。毁灭者是个好父亲，火箭是个好队长，每个人人都在寻找自己的方向。看完以后更想拥有一个播放器，然后按年代选歌。彩蛋里小女孩最喜欢的歌手是布兰妮，如果是千百年过去问我还是会回答Madonna（btw我就说，金人儿子丑的这么眼熟，在冒牌家庭演安妮斯顿儿子）传奇星爵会回归？你最好是
7,小植野,2星,2023/5/5 19:01,广东,60,【D+】本片的关键全靠与火箭的情感纽带牵着，观众和成员们一起抓着这根摇摇晃晃的绳索摸索前进，但整个过程都难以让人满意，给人一种吵吵闹闹聒噪的感觉，五人组的互动笑点又尴尬又过时，不合时宜的插科打诨和互相调侃对方缺点——卖蠢式笑话真的用太多，完全笑不出来。火箭与朋友们的回忆固然感人，但与目的地之间的故事逻辑也完全不能认真思考，于是当我看到那段精彩的长镜头打戏和高潮段落一个接一个的回头转身，我明白了前面一切就是为了这个构图给凑出来的铺垫，拼凑感的故事由强有力的情感线驱动，这就是这部完结篇电影整体给我的感觉。#激光IMAX2D
7,鬼X,3星,2023/5/13 22:33,重庆,34,除了特效和长镜头之外，几乎没有什么亮点，给个三星只是因为至少终于恢复了正常水平然而，断层严重的剧情、各种奇怪的节奏、瞎几把乱响的聒噪复古音乐、莫名其妙的马景涛老师灵魂摆渡最不爽的是，反派设定太脑瘫，且编剧用了太多廉价的手段（虽然我承认动物真的很萌），一旦你意识到这是因为编剧太菜，以至于只能通过欺负动物和小朋友来塑造角色的时候，就会觉得整个故事的核心都弱爆了……至于团队更替角色换代……无所吊谓了已经
